fir_id,crime_type,date,location_id,status,description
FIR-1472,Vehicle Theft,2025-12-12,18,Closed,Vehicle theft of a Royal Enfield bike parked near local metro station. Suspects unknown.
FIR-1473,Theft,2024-02-28,100,Under Investigation,Report of theft of cash box from a residential area during night hours.
FIR-1474,Theft,2025-01-15,89,Closed,Report of theft of mobile phone from a residential area during night hours.
FIR-1475,Robbery,2025-01-06,91,Closed,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1476,Robbery,2026-03-17,17,Under Investigation,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1477,Assault,2025-11-14,98,Pending,Physical assault and altercation following argument over parking space in municipal market.
FIR-1478,Vehicle Theft,2026-04-25,19,Under Investigation,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1479,Financial Crime,2024-02-11,61,Completed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 6 Lakhs.
FIR-1480,Cyber Fraud,2025-02-01,22,Pending,Unauthorized UPI/phishing transaction resulting in transfer of INR 134000 from victim account via links.
FIR-1481,Narcotics,2026-06-02,85,Pending,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1482,Robbery,2025-11-11,54,Pending,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1483,Financial Crime,2025-09-01,41,Closed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 35 Lakhs.
FIR-1484,Financial Crime,2026-06-18,59,Completed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 46 Lakhs.
FIR-1485,Burglary,2025-03-31,11,Pending,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1486,Financial Crime,2024-11-03,27,Under Investigation,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 41 Lakhs.
FIR-1487,Cyber Fraud,2025-05-17,47,Completed,Unauthorized UPI/phishing transaction resulting in transfer of INR 668000 from victim account via links.
FIR-1488,Financial Crime,2024-11-03,1,Under Investigation,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 24 Lakhs.
FIR-1489,Financial Crime,2026-04-08,43,Completed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 25 Lakhs.
FIR-1490,Vehicle Theft,2024-05-14,83,Under Investigation,Vehicle theft of a Royal Enfield bike parked near local metro station. Suspects unknown.
FIR-1491,Cyber Fraud,2025-03-16,61,Closed,Unauthorized UPI/phishing transaction resulting in transfer of INR 165000 from victim account via links.
FIR-1492,Assault,2024-08-31,100,Completed,Physical assault and altercation following argument over parking space in municipal market.
FIR-1493,Theft,2026-03-30,23,Completed,Report of theft of laptops from a residential area during night hours.
FIR-1494,Narcotics,2026-04-28,97,Closed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1495,Vehicle Theft,2025-10-02,87,Pending,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1496,Theft,2024-05-10,51,Pending,Report of theft of laptops from a residential area during night hours.
FIR-1497,Vehicle Theft,2024-07-18,92,Pending,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1498,Vehicle Theft,2024-01-08,81,Under Investigation,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1499,Vehicle Theft,2024-07-23,94,Under Investigation,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1500,Robbery,2026-01-28,70,Completed,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
